execution	qc_flags	input_reads_competitive	mapped_any_target	unmapped	reads_one_reported_target	reads_multiple_reported_targets	reads_unique_best_AS	reads_tied_best_AS	dedup_records_removed	dedup_fraction_removed	dedup_duplicate_ids_resolved	dedup_conflicting_ids_resolved	multitarget_fraction_of_mapped	tied_fraction_of_mapped	locus_signal_model	taxonomic_resolution_note	two_haplotype_evidence	meta_library	meta_barcode	meta_barcode_number	meta_n_targets	meta_targets	meta_present_in_blast_folder	meta_n_raw_fastq_copies	meta_n_trimmed_fastq_copies	meta_raw_fastq_unique_sizes	meta_trimmed_fastq_unique_sizes	meta_raw_fastq_consistent_size	meta_trimmed_fastq_consistent_size	orig_library	orig_barcode	orig_total_reads	orig_kraken_classified	orig_kraken_taxon	orig_kraken_rank	orig_kraken_taxid	orig_kraken_genus	orig_kraken_genus_taxid	orig_kraken_clade_reads	orig_kraken_direct_reads	orig_kraken_minimizers	orig_kraken_distinct_minimizers	orig_kraken_distinct_fraction	orig_blast_filtered_reads	orig_blast_strong_reads	orig_blast_divergent_reads	orig_blast_top_class	orig_blast_top_taxid	orig_blast_top_organism	orig_blast_genus	orig_blast_genus_taxid	orig_blast_top_support_reads	orig_best_pident	orig_best_coverage	orig_best_aln_len	orig_best_bitscore	orig_concordance	orig_evidence_level	orig_status	fastq_raw_same_content_7_targets	fastq_trimmed_same_content_7_targets	fastq_content_validation_status	original_evidence_category	original_top_organism	original_status
Lib2barcode19	OK	1878	289	1589	289	0	289	0	0	0.0	0	0	0.0	0.0				Lib2	barcode19	19	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1530350	945346;945641;945684;945805;945939;946069;946164	1	0	Lib2	barcode19	3191	433	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	44	0	528	50	9.47	368	170	198	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	170	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode20	OK	1876	158	1718	158	0	158	0	0	0.0	0	0	0.0	0.0				Lib2	barcode20	20	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1780346	1115839;1115864;1115892;1115950;1116062;1116189;1116272	1	0	Lib2	barcode20	3226	353	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	23	0	282	34	12.06	169	68	101	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	68	98.261	100.44	230	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode21	INPUT_DEDUPLICATED	2033	453	1580	453	0	453	0	54	0.025874	54	4	0.0	0.0				Lib2	barcode21	21	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1175270	518785;518864;518999;519014;519762;519862;520190	1	0	Lib2	barcode21	4321	703	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	104	0	1014	64	6.31	586	265	321	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	264	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode22	INPUT_DEDUPLICATED	1285	371	914	371	0	371	0	152	0.105776	152	31	0.0	0.0				Lib2	barcode22	22	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1509037	468329;468478;469202;470146;470346;470562;471222	1	0	Lib2	barcode22	5097	812	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	92	0	1239	48	3.87	728	164	564	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	163	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode23	OK	3562	311	3251	311	0	311	0	0	0.0	0	0	0.0	0.0				Lib2	barcode23	23	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2523378	1930465;1930547;1930727;1930844;1930926;1931404;1931501	1	0	Lib2	barcode23	4812	405	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	69	0	629	43	6.84	390	191	199	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	191	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode24	OK	3193	1	3192	1	0	1	0	0	0.0	0	0	0.0	0.0				Lib2	barcode24	24	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2832180	1914512;1914528;1914539;1914835;1914911;1914941;1915386	1	0	Lib2	barcode24	4923	2						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode25	INPUT_DEDUPLICATED	987	274	713	274	0	274	0	40	0.038948	40	16	0.0	0.0				Lib2	barcode25	25	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1140391	507018;507592;507595;507987;508786;509087;510175	1	0	Lib2	barcode25	2863	542	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	52	0	695	40	5.76	522	101	421	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	101	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode26	INPUT_DEDUPLICATED	1441	391	1050	391	0	391	0	38	0.025693	38	10	0.0	0.0				Lib2	barcode26	26	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1220142	566645;568404;568435;568676;568813;568945;569546	1	0	Lib2	barcode26	3173	604	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	64	0	760	49	6.45	576	187	389	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	187	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode27	INPUT_DEDUPLICATED	2835	123	2712	123	0	123	0	491	0.147625	491	68	0.0	0.0				Lib2	barcode27	27	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2584809	879626;880059;880160;880263;880367;880661;880917	1	0	Lib2	barcode27	9484	254	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	29	0	406	48	11.82	236	52	184	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	52	97.807	99.56	228	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode28	OK	1098	87	1011	87	0	87	0	0	0.0	0	0	0.0	0.0				Lib2	barcode28	28	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	812717	548926;548991;549060;549086;549157;549165;549424	1	0	Lib2	barcode28	1702	115	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	10	0	131	22	16.79	106	44	62	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	44	98.690	100.00	229	400.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode29	OK	1056	0	1056	0	0	0	0	0	0.0	0	0						Lib2	barcode29	29	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1118966	512955;512980;513118;513248;513257;513328;513505	1	0	Lib2	barcode29	2333	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode30	INPUT_DEDUPLICATED	2587	608	1979	608	0	608	0	557	0.177163	557	176	0.0	0.0				Lib2	barcode30	30	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2980856	1086223;1088765;1088890;1089032;1089376;1089938;1090266	1	0	Lib2	barcode30	9949	1238	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	135	0	1911	48	2.51	1325	333	992	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	333	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode31	INPUT_DEDUPLICATED	1524	313	1211	313	0	313	0	266	0.148603	266	91	0.0	0.0				Lib2	barcode31	31	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2695852	652578;653688;655663;655841;656057;656651;656852	1	0	Lib2	barcode31	8094	837	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	98	0	1390	45	3.24	765	143	622	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	143	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode32	INPUT_DEDUPLICATED	1173	218	955	218	0	218	0	6	0.005089	6	1	0.0	0.0				Lib2	barcode32	32	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1016524	451559;451710;451899;451973;452145;452392;452800	1	0	Lib2	barcode32	2575	369	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	41	0	471	44	9.34	319	98	221	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	97	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode33	OK	2845	0	2845	0	0	0	0	0	0.0	0	0						Lib2	barcode33	33	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	3021772	1845617;1845692;1845905;1845961;1846253;1846403;1846627	1	0	Lib2	barcode33	5029	4	Simplexvirus	G	10294	Simplexvirus	10294	2	2	36	22	61.11	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Simplexvirus	OK
Lib2barcode34	OK	385	216	169	216	0	216	0	0	0.0	0	0	0.0	0.0				Lib2	barcode34	34	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	442648	129048;129065;129083;129085;129106;129143;129190	1	0	Lib2	barcode34	1284	353	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	40	0	481	36	7.48	367	97	270	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	96	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode35	OK	2318	0	2318	0	0	0	0	0	0.0	0	0						Lib2	barcode35	35	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2648625	1515265;1515283;1515596;1515661;1515708;1515743;1515833	1	0	Lib2	barcode35	4289	2	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	1	1	16	14	87.50	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib2barcode36	OK	4377	0	4377	0	0	0	0	0	0.0	0	0						Lib2	barcode36	36	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	3000323	2283210;2283338;2283489;2283672;2284033;2284137;2285574	1	0	Lib2	barcode36	5874	3	Simplexvirus	G	10294	Simplexvirus	10294	1	1	14	14	100.00	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Simplexvirus	OK
Lib2barcode37	OK	1145	318	827	318	0	318	0	0	0.0	0	0	0.0	0.0				Lib2	barcode37	37	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	976205	380740;380828;380862;380940;380991;381033;381214	1	0	Lib2	barcode37	2591	485	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	72	0	720	49	6.81	432	169	263	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	169	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode38	OK	2399	0	2399	0	0	0	0	0	0.0	0	0						Lib2	barcode38	38	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2452657	1346124;1347558;1347687;1347949;1347986;1347987;1348566	1	0	Lib2	barcode38	4374	5	Simplexvirus	G	10294	Simplexvirus	10294	1	1	33	30	90.91	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Simplexvirus	OK
Lib2barcode39	OK	3072	0	3072	0	0	0	0	0	0.0	0	0						Lib2	barcode39	39	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2465476	1859411;1859901;1860391;1860418;1860460;1860559;1860742	1	0	Lib2	barcode39	4155	3	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	3	3	41	25	60.98	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib2barcode40	OK	500	121	379	121	0	121	0	0	0.0	0	0	0.0	0.0				Lib2	barcode40	40	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	365271	172817;172957;172972;172983;173001;173042;173089	1	0	Lib2	barcode40	1017	180	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	16	0	256	29	11.33	172	60	112	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	60	97.807	99.56	228	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode41	INPUT_DEDUPLICATED	4358	0	4358	0	0	0	0	156	0.034559	156	80						Lib2	barcode41	41	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	3877397	2501911;2504487;2504576;2505328;2507799;2508529;2508701	1	0	Lib2	barcode41	7259	2	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	1	1	16	15	93.75	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib2barcode42	OK	1574	0	1574	0	0	0	0	0	0.0	0	0						Lib2	barcode42	42	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1205044	806513;806747;806836;806945;807170;807263;807965	1	0	Lib2	barcode42	2438	3	Simplexvirus	G	10294	Simplexvirus	10294	1	1	17	17	100.00	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Simplexvirus	OK
Lib2barcode43	INPUT_DEDUPLICATED	2817	371	2446	371	0	371	0	85	0.02929	85	33	0.0	0.0				Lib2	barcode43	43	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2144302	1597089;1598542;1598947;1599890;1600265;1600953;1601945	1	0	Lib2	barcode43	4259	562	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	66	0	527	35	6.64	464	199	265	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	199	97.826	100.44	230	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode44	OK	1195	0	1195	0	0	0	0	0	0.0	0	0						Lib2	barcode44	44	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1095769	534270;534370;534686;534739;534842;535035;535339	1	0	Lib2	barcode44	2276	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode45	INPUT_DEDUPLICATED	1514	415	1099	415	0	415	0	69	0.043588	69	20	0.0	0.0				Lib2	barcode45	45	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1344187	622480;624064;624071;624418;625153;625464;625864	1	0	Lib2	barcode45	3836	708	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	81	0	972	41	4.22	719	180	539	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	180	97.807	99.56	228	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode46	INPUT_DEDUPLICATED	1993	410	1583	410	0	410	0	234	0.105074	234	100	0.0	0.0				Lib2	barcode46	46	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2405950	1116929;1117532;1118498;1118721;1118994;1119039;1120174	1	0	Lib2	barcode46	6206	854	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	173	0	1625	43	2.65	837	213	624	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	213	98.696	99.57	230	399.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode47	OK	1473	199	1274	199	0	199	0	0	0.0	0	0	0.0	0.0				Lib2	barcode47	47	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1352763	888962;889082;889169;889421;889426;889585;889637	1	0	Lib2	barcode47	2575	386	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	88	0	621	41	6.60	267	46	221	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	45	96.522	100.44	230	372.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode48	OK	1228	231	997	231	0	231	0	0	0.0	0	0	0.0	0.0				Lib2	barcode48	48	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	966904	512489;512799;512995;513133;513200;513227;513237	1	0	Lib2	barcode48	2196	354	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	39	0	354	32	9.04	269	108	161	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	108	98.696	100.44	230	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode49	OK	2435	0	2435	0	0	0	0	0	0.0	0	0						Lib2	barcode49	49	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2251229	1376320;1376480;1376582;1376868;1377031;1377874;1377900	1	0	Lib2	barcode49	4241	2						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode50	INPUT_DEDUPLICATED	2766	317	2449	317	0	317	0	206	0.069314	206	106	0.0	0.0				Lib2	barcode50	50	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2595782	1626610;1627215;1627464;1628031;1628255;1629410;1631436	1	0	Lib2	barcode50	5579	553	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	119	0	1177	39	3.31	443	199	244	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	199	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
