execution	qc_flags	input_reads_competitive	mapped_any_target	unmapped	reads_one_reported_target	reads_multiple_reported_targets	reads_unique_best_AS	reads_tied_best_AS	dedup_records_removed	dedup_fraction_removed	dedup_duplicate_ids_resolved	dedup_conflicting_ids_resolved	multitarget_fraction_of_mapped	tied_fraction_of_mapped	locus_signal_model	taxonomic_resolution_note	two_haplotype_evidence	meta_library	meta_barcode	meta_barcode_number	meta_n_targets	meta_targets	meta_present_in_blast_folder	meta_n_raw_fastq_copies	meta_n_trimmed_fastq_copies	meta_raw_fastq_unique_sizes	meta_trimmed_fastq_unique_sizes	meta_raw_fastq_consistent_size	meta_trimmed_fastq_consistent_size	orig_library	orig_barcode	orig_total_reads	orig_kraken_classified	orig_kraken_taxon	orig_kraken_rank	orig_kraken_taxid	orig_kraken_genus	orig_kraken_genus_taxid	orig_kraken_clade_reads	orig_kraken_direct_reads	orig_kraken_minimizers	orig_kraken_distinct_minimizers	orig_kraken_distinct_fraction	orig_blast_filtered_reads	orig_blast_strong_reads	orig_blast_divergent_reads	orig_blast_top_class	orig_blast_top_taxid	orig_blast_top_organism	orig_blast_genus	orig_blast_genus_taxid	orig_blast_top_support_reads	orig_best_pident	orig_best_coverage	orig_best_aln_len	orig_best_bitscore	orig_concordance	orig_evidence_level	orig_status	fastq_raw_same_content_7_targets	fastq_trimmed_same_content_7_targets	fastq_content_validation_status	original_evidence_category	original_top_organism	original_status
Lib2barcode82	MULTITARGET_ALIGNMENT;TIED_BEST_AS;AMAC_APAL_REFERENCE_AMBIGUITY	1243	30	1213	15	15	26	4	0	0.0	0	0	0.5	0.13333333	1_HAPLOTIPO_DPOL_OBSERVADO_REFERENCIAS_AMBIGUAS	COMPATIVEL_COM_AMACCMV_E_APALCMV_SEM_RESOLUCAO_ENTRE_REFERENCIAS	EVIDENCIA_DE_DOIS_HAPLOTIPOS_NAO_DEMONSTRADA	Lib2	barcode82	82	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	749342	456877;456894;456950;456991;457131;457150;457356	1	0	Lib2	barcode82	2115	26	Alouatta macconnelli cytomegalovirus	S	1881000	Cytomegalovirus	10358	19	19	131	9	6.87	35	0	35	DIVERGENTE	1881000	Alouatta macconnelli cytomegalovirus	Cytomegalovirus	10358	35	93.363	100.00	226	343.0	SIM_EXATO	C_DIVERGENTE_CONCORDANTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	C_DIVERGENTE_CONCORDANTE	Alouatta macconnelli cytomegalovirus	OK
Lib2barcode83	INPUT_DEDUPLICATED	1460	0	1460	0	0	0	0	4	0.002732	4	2						Lib2	barcode83	83	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1125594	722099;722447;722465;722470;722486;723022;723118	1	0	Lib2	barcode83	2649	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode84	OK	731	0	731	0	0	0	0	0	0.0	0	0						Lib2	barcode84	84	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	600202	400323;400327;400461;400479;400544;400551;400600	1	0	Lib2	barcode84	1275	4	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	1	0	13	12	92.31	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode85	OK	719	127	592	127	0	127	0	0	0.0	0	0	0.0	0.0				Lib2	barcode85	85	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	570772	305789;305810;305968;305982;305986;306043;306145	1	0	Lib2	barcode85	1339	235	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	30	0	227	28	12.33	144	59	85	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	59	97.391	100.44	230	385.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode86	OK	1248	230	1018	230	0	230	0	0	0.0	0	0	0.0	0.0				Lib2	barcode86	86	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1292713	677182;677265;677311;677363;677364;677554;677907	1	0	Lib2	barcode86	2562	443	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	82	0	768	30	3.91	325	141	184	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	141	99.123	99.56	228	403.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode87	OK	361	102	259	102	0	102	0	0	0.0	0	0	0.0	0.0				Lib2	barcode87	87	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	498292	150441;150476;150480;150485;150502;150549;150585	1	0	Lib2	barcode87	1174	282	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	48	0	479	44	9.19	175	44	131	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	44	98.230	99.12	226	390.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode88	OK	884	0	884	0	0	0	0	0	0.0	0	0						Lib2	barcode88	88	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	434562	235860;235909;235910;236049;236055;236351;236573	1	0	Lib2	barcode88	1541	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode89	OK	1494	534	960	534	0	534	0	0	0.0	0	0	0.0	0.0				Lib2	barcode89	89	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	734607	389941;390069;390081;390085;390244;390338;390464	1	0	Lib2	barcode89	2698	695	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	82	0	926	49	5.29	617	302	315	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	302	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode90	OK	717	115	602	115	0	115	0	0	0.0	0	0	0.0	0.0				Lib2	barcode90	90	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	649464	359921;359963;360043;360068;360075;360165;360188	1	0	Lib2	barcode90	1489	310	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	25	0	404	30	7.43	207	40	167	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	40	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode91	OK	1130	97	1033	97	0	97	0	0	0.0	0	0	0.0	0.0				Lib2	barcode91	91	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	553688	274343;274443;274671;274757;274845;274864;275201	1	0	Lib2	barcode91	2105	251	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	12	0	201	29	14.43	106	47	59	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	47	98.268	89.53	231	396.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode92	OK	690	0	690	0	0	0	0	0	0.0	0	0						Lib2	barcode92	92	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	486161	215023;215071;215126;215150;215322;215353;215372	1	0	Lib2	barcode92	1592	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode93	OK	709	0	709	0	0	0	0	0	0.0	0	0						Lib2	barcode93	93	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	776905	447237;447375;447443;447653;447677;447680;447922	1	0	Lib2	barcode93	1419	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode94	OK	196	0	196	0	0	0	0	0	0.0	0	0						Lib2	barcode94	94	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	169522	102155;102183;102189;102203;102220;102231;102300	1	0	Lib2	barcode94	340	2						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode95	INPUT_DEDUPLICATED	782	467	315	467	0	467	0	30	0.036946	30	4	0.0	0.0				Lib2	barcode95	95	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1108418	238171;239662;239924;241471;241484;241651;243390	1	0	Lib2	barcode95	3305	899	Roseolovirus humanbeta7	S	3050298	Roseolovirus	40272	56	0	1450	51	3.52	553	145	408	FORTE	32604	Human betaherpesvirus 6B	Roseolovirus	40272	138	97.285	96.51	221	372.0	SIM_MESMO_GENERO	A_FORTE_GENERO	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_FORTE_GENERO	Roseolovirus humanbeta7	OK
Lib2barcode96	OK	850	0	850	0	0	0	0	0	0.0	0	0						Lib2	barcode96	96	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	249485	143250;143266;143283;143287;143293;143328;143373	1	0	Lib2	barcode96	1556	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib3barcode01	OK	4484	832	3652	832	0	832	0	0	0.0	0	0	0.0	0.0				Lib3	barcode01	1	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	10272757	1703028;1703394;1703653;1704035;1704205;1704311;1704411	1	0	Lib3	barcode01	32998	4823	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	328	0	9166	83	0.91	6414	327	6087	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	326	98.261	100.44	230	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode02	OK	5090	1	5089	1	0	1	0	0	0.0	0	0	0.0	0.0				Lib3	barcode02	2	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	5495225	2187966;2188847;2188895;2189067;2189457;2189988;2191675	1	0	Lib3	barcode02	13770	6	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	1	0	15	10	66.67	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode03	OK	1865	384	1481	384	0	384	0	0	0.0	0	0	0.0	0.0				Lib3	barcode03	3	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	4167756	716953;716983;717121;717141;717313;717537;717678	1	0	Lib3	barcode03	12553	1639	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	100	0	3779	63	1.67	2645	160	2485	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	160	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode09	OK	3545	629	2916	629	0	629	0	0	0.0	0	0	0.0	0.0				Lib3	barcode09	9	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	8454436	1598236;1599516;1599639;1599768;1599898;1599984;1599999	1	0	Lib3	barcode09	23958	2248	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	157	0	4680	60	1.28	4223	292	3931	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	292	98.253	89.80	229	396.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode10	OK	3464	784	2680	784	0	784	0	0	0.0	0	0	0.0	0.0				Lib3	barcode10	10	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	10389291	1304825;1304986;1305053;1305162;1305226;1305531;1305543	1	0	Lib3	barcode10	31372	4189	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	363	0	7997	74	0.93	5270	336	4934	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	334	98.261	100.44	230	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode11	OK	4136	0	4136	0	0	0	0	0	0.0	0	0						Lib3	barcode11	11	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	9500893	1873978;1874709;1875020;1875099;1875197;1875525;1875763	1	0	Lib3	barcode11	21021	7	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	1	1	43	32	74.42	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib3barcode12	OK	2896	306	2590	306	0	306	0	0	0.0	0	0	0.0	0.0				Lib3	barcode12	12	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	6546825	1212879;1212968;1212980;1213232;1213647;1213736;1214049	1	0	Lib3	barcode12	16845	1285	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	82	0	2256	54	2.39	2004	137	1867	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	137	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode13	OK	4085	1	4084	1	0	1	0	0	0.0	0	0	0.0	0.0				Lib3	barcode13	13	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	10459043	1807072;1808055;1808222;1808273;1808360;1808466;1808630	1	0	Lib3	barcode13	21290	5						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib3barcode14	OK	5538	1	5537	1	0	1	0	0	0.0	0	0	0.0	0.0				Lib3	barcode14	14	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	12796161	2521603;2521620;2521778;2521911;2522460;2522512;2523141	1	0	Lib3	barcode14	28287	8	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	4	3	113	58	51.33	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib3barcode15	MULTITARGET_ALIGNMENT;TIED_BEST_AS;AMAC_APAL_REFERENCE_AMBIGUITY	2702	184	2518	92	92	179	5	0	0.0	0	0	0.5	0.02717391	1_HAPLOTIPO_DPOL_OBSERVADO_REFERENCIAS_AMBIGUAS	COMPATIVEL_COM_AMACCMV_E_APALCMV_SEM_RESOLUCAO_ENTRE_REFERENCIAS	EVIDENCIA_DE_DOIS_HAPLOTIPOS_NAO_DEMONSTRADA	Lib3	barcode15	15	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	4080708	807017;807567;807594;807646;807719;807831;808115	1	0	Lib3	barcode15	14654	187	Alouatta macconnelli cytomegalovirus	S	1881000	Cytomegalovirus	10358	134	134	1236	16	1.29	215	0	215	DIVERGENTE	1881000	Alouatta macconnelli cytomegalovirus	Cytomegalovirus	10358	214	94.690	100.00	226	356.0	SIM_EXATO	C_DIVERGENTE_CONCORDANTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	C_DIVERGENTE_CONCORDANTE	Alouatta macconnelli cytomegalovirus	OK
Lib3barcode16	OK	1351	0	1351	0	0	0	0	0	0.0	0	0						Lib3	barcode16	16	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1918130	647317;647558;647631;647681;647759;647784;647937	1	0	Lib3	barcode16	4087	4	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	1	1	12	12	100.00	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib3barcode17	OK	2846	831	2015	831	0	831	0	0	0.0	0	0	0.0	0.0				Lib3	barcode17	17	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	8084833	894648;894655;894662;894870;894934;895882;895928	1	0	Lib3	barcode17	25780	3558	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	425	0	10123	108	1.07	6135	391	5744	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	391	99.559	99.56	227	406.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode18	OK	2871	1	2870	1	0	1	0	0	0.0	0	0	0.0	0.0				Lib3	barcode18	18	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	6792265	1416133;1416216;1416277;1416382;1416395;1416515;1416837	1	0	Lib3	barcode18	13670	7	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	1	1	46	33	71.74	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib3barcode19	OK	3476	1	3475	1	0	1	0	0	0.0	0	0	0.0	0.0				Lib3	barcode19	19	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	7662276	1562268;1562334;1562554;1562866;1563029;1563413;1563428	1	0	Lib3	barcode19	16676	8						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib3barcode20	OK	2184	132	2052	132	0	132	0	0	0.0	0	0	0.0	0.0				Lib3	barcode20	20	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	8951562	881335;881598;881717;881829;882079;882422;882713	1	0	Lib3	barcode20	30283	926	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	34	0	1544	54	3.50	967	36	931	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	36	97.817	79.79	229	391.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode21	OK	3251	196	3055	196	0	196	0	0	0.0	0	0	0.0	0.0				Lib3	barcode21	21	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	7765314	1539248;1539459;1540115;1540207;1540884;1540981;1541030	1	0	Lib3	barcode21	17063	1007	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	97	0	2224	46	2.07	824	63	761	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	63	99.127	100.00	229	405.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib3barcode22	OK	5450	0	5450	0	0	0	0	0	0.0	0	0						Lib3	barcode22	22	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	4973038	2065004;2065190;2065632;2066236;2066881;2066977;2067088	1	0	Lib3	barcode22	13661	8						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
